isa	organic_chemical	interacts_with	treats	disease_or_syndrome;	lipid;	antibiotic
location_of	congenital_abnormality	part_of	part_of	invertebrate;	cell;	tissue
affects	vertebrate	occurs_in	precedes	genetic_function;	organ_or_tissue_function;	organism_function
disrupts	cell	isa	complicates	genetic_function;	immunologic_factor;	biologically_active_substance
interacts_with	invertebrate	exhibits	associated_with	group;	animal;	behavior	individual_behavior
analyzes	chemical_viewed_structurally	assesses_effect_of	disrupts	cell_component;	diagnostic_procedure;	neuroreactive_substance_or_biogenic_amine	immunologic_factor	hormone	antibiotic	pharmacologic_substance	receptor
exhibits	behavior	causes	manifestation_of	pathologic_function;	invertebrate;	disease_or_syndrome	mental_or_behavioral_dysfunction	cell_or_molecular_dysfunction
diagnoses	cell_or_molecular_dysfunction	exhibits	affects	mental_process;	professional_or_occupational_group;	social_behavior	behavior
exhibits	individual_behavior	interacts_with	causes	cell_or_molecular_dysfunction;	animal;	invertebrate
complicates	neoplastic_process	associated_with	part_of	alga;	therapeutic_or_preventive_procedure;	congenital_abnormality	anatomical_abnormality
result_of	organ_or_tissue_function	disrupts	issue_in	biomedical_occupation_or_discipline;	injury_or_poisoning;	cell_component	cell	organ_or_tissue_function	embryonic_structure	genetic_function	body_part_organ_or_organ_component	physiologic_function	mental_process	cell_function	organism_function	gene_or_genome
precedes	neoplastic_process	isa	co-occurs_with	congenital_abnormality;	mental_or_behavioral_dysfunction;	pathologic_function	disease_or_syndrome
occurs_in	neoplastic_process	result_of	degree_of	mental_process;	experimental_model_of_disease;	organism_function
diagnoses	neoplastic_process	treats	disrupts	cell_function;	antibiotic;	injury_or_poisoning
consists_of	body_substance	location_of	part_of	fish;	body_part_organ_or_organ_component;	congenital_abnormality	anatomical_abnormality	acquired_abnormality
associated_with	congenital_abnormality	isa	associated_with	patient_or_disabled_group;	individual_behavior;	behavior
measures	steroid	isa	measures	element_ion_or_isotope;	molecular_biology_research_technique;	research_activity
associated_with	occupation_or_discipline	affects	affects	social_behavior;	social_behavior;	behavior
affects	individual_behavior	associated_with	isa	spatial_concept;	behavior;	geographic_area
isa	phenomenon_or_process	occurs_in	co-occurs_with	organ_or_tissue_function;	organ_or_tissue_function;	organism_function
affects	vertebrate	occurs_in	isa	physiologic_function;	organ_or_tissue_function;	organism_function
co-occurs_with	physiologic_function	process_of	causes	disease_or_syndrome;	cell_function;	virus	invertebrate	rickettsia_or_chlamydia	bacterium
part_of	rickettsia_or_chlamydia	complicates	result_of	acquired_abnormality;	anatomical_abnormality;	congenital_abnormality
affects	physiologic_function	carries_out	affects	natural_phenomenon_or_process;	gene_or_genome;	molecular_function	genetic_function
issue_in	biomedical_occupation_or_discipline	indicates	part_of	fungus;	laboratory_or_test_result;	acquired_abnormality	congenital_abnormality	anatomical_abnormality
associated_with	biomedical_occupation_or_discipline	process_of	associated_with	group;	individual_behavior;	social_behavior
causes	cell_or_molecular_dysfunction	prevents	disrupts	body_part_organ_or_organ_component;	drug_delivery_device;	injury_or_poisoning
causes	cell_or_molecular_dysfunction	contains	causes	experimental_model_of_disease;	drug_delivery_device;	clinical_drug
interacts_with	organic_chemical	affects	result_of	individual_behavior;	chemical_viewed_structurally;	neoplastic_process	mental_process	mental_or_behavioral_dysfunction	pathologic_function	disease_or_syndrome
co-occurs_with	injury_or_poisoning	result_of	isa	human_caused_phenomenon_or_process;	neoplastic_process;	environmental_effect_of_humans
interacts_with	organic_chemical	affects	occurs_in	population_group;	chemical_viewed_structurally;	pathologic_function	neoplastic_process	mental_or_behavioral_dysfunction	disease_or_syndrome
isa	spatial_concept	associated_with	affects	cell_or_molecular_dysfunction;	geographic_area;	experimental_model_of_disease	mental_or_behavioral_dysfunction	pathologic_function	neoplastic_process
result_of	health_care_activity	co-occurs_with	disrupts	cell;	cell_or_molecular_dysfunction;	injury_or_poisoning
measurement_of	cell_function	conceptual_part_of	complicates	mental_or_behavioral_dysfunction;	quantitative_concept;	therapeutic_or_preventive_procedure
treats	mental_or_behavioral_dysfunction	causes	disrupts	organ_or_tissue_function;	antibiotic;	injury_or_poisoning
isa	human_caused_phenomenon_or_process	result_of	process_of	vertebrate;	environmental_effect_of_humans;	genetic_function	biologic_function	physiologic_function	organ_or_tissue_function	cell_or_molecular_dysfunction	molecular_function	organism_function	cell_function	disease_or_syndrome	pathologic_function	neoplastic_process
isa	conceptual_entity	property_of	produces	enzyme;	nucleotide_sequence;	gene_or_genome
conceptual_part_of	cell_function	result_of	isa	biologic_function;	temporal_concept;	mental_process
affects	clinical_attribute	produces	produces	body_substance;	genetic_function;	cell_component
disrupts	mental_process	diagnoses	process_of	disease_or_syndrome;	pharmacologic_substance;	pathologic_function	mental_or_behavioral_dysfunction
location_of	vitamin	interacts_with	interacts_with	virus;	alga;	fungus
disrupts	fully_formed_anatomical_structure	treats	co-occurs_with	mental_or_behavioral_dysfunction;	antibiotic;	disease_or_syndrome
interacts_with	invertebrate	exhibits	associated_with	cell_or_molecular_dysfunction;	animal;	individual_behavior
issue_in	occupation_or_discipline	property_of	performs	health_care_activity;	group_attribute;	age_group	patient_or_disabled_group	group	population_group
causes	cell_or_molecular_dysfunction	isa	treats	injury_or_poisoning;	drug_delivery_device;	medical_device
causes	mental_or_behavioral_dysfunction	consists_of	causes	pathologic_function;	body_substance;	eicosanoid	organic_chemical	steroid	nucleic_acid_nucleoside_or_nucleotide	lipid	amino_acid_peptide_or_protein	carbohydrate
affects	physiologic_function	carries_out	produces	body_substance;	gene_or_genome;	genetic_function	molecular_function
isa	phenomenon_or_process	occurs_in	degree_of	mental_process;	organ_or_tissue_function;	organism_function
isa	spatial_concept	property_of	interacts_with	enzyme;	amino_acid_sequence;	amino_acid_peptide_or_protein
causes	disease_or_syndrome	isa	interacts_with	chemical_viewed_functionally;	steroid;	lipid
disrupts	cell	isa	disrupts	physiologic_function;	immunologic_factor;	biologically_active_substance
affects	physiologic_function	carries_out	process_of	neoplastic_process;	gene_or_genome;	genetic_function	molecular_function
associated_with	occupation_or_discipline	isa	affects	mental_process;	social_behavior;	behavior
part_of	rickettsia_or_chlamydia	complicates	manifestation_of	pathologic_function;	anatomical_abnormality;	congenital_abnormality
interacts_with	organic_chemical	affects	process_of	virus;	chemical_viewed_structurally;	organism_function	disease_or_syndrome	pathologic_function	neoplastic_process	cell_function	molecular_function	genetic_function	physiologic_function
produces	hormone	precedes	conceptual_part_of	temporal_concept;	physiologic_function;	organism_function
part_of	rickettsia_or_chlamydia	associated_with	result_of	human_caused_phenomenon_or_process;	anatomical_abnormality;	organism_attribute
result_of	individual_behavior	location_of	issue_in	occupation_or_discipline;	acquired_abnormality;	rickettsia_or_chlamydia	virus	bacterium	mental_or_behavioral_dysfunction	cell_or_molecular_dysfunction	neoplastic_process	experimental_model_of_disease	fungus
interacts_with	invertebrate	exhibits	associated_with	geographic_area;	animal;	individual_behavior	behavior
treats	injury_or_poisoning	prevents	disrupts	gene_or_genome;	medical_device;	injury_or_poisoning
consists_of	body_substance	location_of	result_of	diagnostic_procedure;	body_part_organ_or_organ_component;	injury_or_poisoning	anatomical_abnormality	congenital_abnormality	mental_or_behavioral_dysfunction	cell_or_molecular_dysfunction	disease_or_syndrome
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	occurs_in	age_group;	sign_or_symptom;	pathologic_function	congenital_abnormality	anatomical_abnormality	neoplastic_process	injury_or_poisoning
exhibits	behavior	causes	co-occurs_with	anatomical_abnormality;	invertebrate;	cell_or_molecular_dysfunction	mental_or_behavioral_dysfunction	disease_or_syndrome
interacts_with	invertebrate	exhibits	affects	social_behavior;	animal;	behavior
associated_with	mental_or_behavioral_dysfunction	result_of	prevents	cell_or_molecular_dysfunction;	disease_or_syndrome;	therapeutic_or_preventive_procedure
result_of	organ_or_tissue_function	disrupts	affects	organism;	injury_or_poisoning;	organ_or_tissue_function	organism_function	genetic_function	mental_process	cell_function	physiologic_function
consists_of	body_substance	location_of	result_of	experimental_model_of_disease;	body_part_organ_or_organ_component;	pathologic_function	biologic_function	acquired_abnormality	anatomical_abnormality	neoplastic_process	organism_function	disease_or_syndrome	cell_or_molecular_dysfunction	mental_or_behavioral_dysfunction
co-occurs_with	physiologic_function	process_of	location_of	hormone;	cell_function;	rickettsia_or_chlamydia	bacterium	plant
measures	receptor	uses	issue_in	occupation_or_discipline;	research_activity;	research_device
location_of	molecular_biology_research_technique	manages	uses	regulation_or_law;	self_help_or_relief_organization;	patient_or_disabled_group
interacts_with	age_group	isa	performs	educational_activity;	family_group;	group
disrupts	mental_process	diagnoses	occurs_in	patient_or_disabled_group;	pharmacologic_substance;	neoplastic_process	pathologic_function	cell_or_molecular_dysfunction
result_of	disease_or_syndrome	degree_of	affects	organism_attribute;	mental_process;	organism_function
conceptual_part_of	cell_function	result_of	result_of	cell_function;	temporal_concept;	mental_process
isa	fully_formed_anatomical_structure	conceptual_part_of	isa	entity;	cell;	body_system
isa	functional_concept	conceptual_part_of	location_of	pathologic_function;	body_system;	fully_formed_anatomical_structure
isa	spatial_concept	associated_with	manifestation_of	mental_or_behavioral_dysfunction;	geographic_area;	experimental_model_of_disease	pathologic_function	disease_or_syndrome	acquired_abnormality	anatomical_abnormality	neoplastic_process
causes	mental_or_behavioral_dysfunction	consists_of	affects	cell_function;	body_substance;	steroid	organic_chemical	eicosanoid	nucleic_acid_nucleoside_or_nucleotide	carbohydrate	organophosphorus_compound	lipid	amino_acid_peptide_or_protein
associated_with	acquired_abnormality	evaluation_of	degree_of	organism_function;	finding;	mental_process
carries_out	educational_activity	manages	isa	group;	health_care_related_organization;	patient_or_disabled_group
result_of	cell_function	isa	co-occurs_with	experimental_model_of_disease;	mental_or_behavioral_dysfunction;	disease_or_syndrome
produces	carbohydrate	surrounds	affects	molecular_function;	tissue;	cell_component
conceptual_part_of	behavior	result_of	affects	fish;	idea_or_concept;	mental_process
precedes	molecular_function	degree_of	process_of	organ_or_tissue_function;	mental_process;	organism_function
part_of	rickettsia_or_chlamydia	complicates	result_of	genetic_function;	anatomical_abnormality;	congenital_abnormality
analyzes	chemical_viewed_structurally	assesses_effect_of	complicates	neoplastic_process;	diagnostic_procedure;	immunologic_factor	neuroreactive_substance_or_biogenic_amine	antibiotic	receptor	biologically_active_substance	pharmacologic_substance	hormone
associated_with	biomedical_occupation_or_discipline	process_of	associated_with	family_group;	individual_behavior;	social_behavior
result_of	organ_or_tissue_function	disrupts	result_of	biologic_function;	injury_or_poisoning;	organ_or_tissue_function	physiologic_function	cell_function	genetic_function	organism_function
location_of	molecular_biology_research_technique	manages	performs	social_behavior;	self_help_or_relief_organization;	patient_or_disabled_group
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	result_of	health_care_activity;	sign_or_symptom;	pathologic_function	injury_or_poisoning	acquired_abnormality	congenital_abnormality	cell_or_molecular_dysfunction
process_of	natural_phenomenon_or_process	occurs_in	affects	behavior;	neoplastic_process;	mental_or_behavioral_dysfunction
manifestation_of	physiologic_function	occurs_in	disrupts	organism_function;	pathologic_function;	injury_or_poisoning
co-occurs_with	acquired_abnormality	location_of	interacts_with	bacterium;	congenital_abnormality;	virus	rickettsia_or_chlamydia
isa	occupation_or_discipline	issue_in	isa	entity;	biomedical_occupation_or_discipline;	occupation_or_discipline
location_of	disease_or_syndrome	developmental_form_of	location_of	fungus;	embryonic_structure;	cell	tissue
affects	cell_function	adjacent_to	part_of	body_part_organ_or_organ_component;	cell_component;	body_space_or_junction
result_of	neoplastic_process	co-occurs_with	disrupts	organ_or_tissue_function;	cell_or_molecular_dysfunction;	injury_or_poisoning
part_of	rickettsia_or_chlamydia	complicates	occurs_in	professional_or_occupational_group;	anatomical_abnormality;	congenital_abnormality
consists_of	body_substance	location_of	result_of	environmental_effect_of_humans;	body_part_organ_or_organ_component;	neoplastic_process	disease_or_syndrome	pathologic_function	organism_function	acquired_abnormality	anatomical_abnormality	biologic_function	physiologic_function
location_of	acquired_abnormality	adjacent_to	location_of	body_location_or_region;	body_location_or_region;	body_part_organ_or_organ_component
location_of	receptor	causes	co-occurs_with	mental_or_behavioral_dysfunction;	rickettsia_or_chlamydia;	disease_or_syndrome
assesses_effect_of	amino_acid_peptide_or_protein	method_of	diagnoses	pathologic_function;	laboratory_procedure;	diagnostic_procedure
conceptual_part_of	cell_function	result_of	process_of	mammal;	temporal_concept;	mental_process
isa	spatial_concept	associated_with	manifestation_of	physiologic_function;	geographic_area;	anatomical_abnormality	pathologic_function	neoplastic_process	congenital_abnormality
associated_with	congenital_abnormality	isa	associated_with	organism_attribute;	individual_behavior;	behavior
isa	human_caused_phenomenon_or_process	result_of	associated_with	clinical_attribute;	environmental_effect_of_humans;	congenital_abnormality	pathologic_function	neoplastic_process	anatomical_abnormality	cell_or_molecular_dysfunction	disease_or_syndrome
affects	disease_or_syndrome	interacts_with	interacts_with	organophosphorus_compound;	chemical_viewed_structurally;	organic_chemical	nucleic_acid_nucleoside_or_nucleotide
exhibits	behavior	causes	produces	hormone;	invertebrate;	mental_or_behavioral_dysfunction	disease_or_syndrome	cell_or_molecular_dysfunction
part_of	rickettsia_or_chlamydia	complicates	affects	human;	anatomical_abnormality;	congenital_abnormality
affects	clinical_attribute	produces	produces	organophosphorus_compound;	genetic_function;	cell_component
conceptual_part_of	behavior	result_of	affects	pathologic_function;	idea_or_concept;	mental_process
issue_in	occupation_or_discipline	conceptual_part_of	measures	mental_process;	intellectual_product;	diagnostic_procedure
result_of	individual_behavior	location_of	process_of	rickettsia_or_chlamydia;	acquired_abnormality;	neoplastic_process	cell_or_molecular_dysfunction	pathologic_function	experimental_model_of_disease
isa	conceptual_entity	property_of	location_of	molecular_function;	nucleotide_sequence;	gene_or_genome
result_of	organ_or_tissue_function	disrupts	process_of	fungus;	injury_or_poisoning;	organ_or_tissue_function	genetic_function	physiologic_function	organism_function
isa	conceptual_entity	affects	performs	molecular_biology_research_technique;	regulation_or_law;	professional_or_occupational_group	population_group	patient_or_disabled_group	group	family_group
evaluation_of	governmental_or_regulatory_activity	result_of	isa	natural_phenomenon_or_process;	qualitative_concept;	mental_process
performs	laboratory_procedure	isa	performs	therapeutic_or_preventive_procedure;	patient_or_disabled_group;	group
interacts_with	fish	causes	associated_with	mental_or_behavioral_dysfunction;	rickettsia_or_chlamydia;	disease_or_syndrome
interacts_with	invertebrate	exhibits	issue_in	occupation_or_discipline;	animal;	behavior	individual_behavior
isa	entity	location_of	produces	nucleic_acid_nucleoside_or_nucleotide;	body_location_or_region;	body_part_organ_or_organ_component
measurement_of	cell_function	conceptual_part_of	treats	cell_or_molecular_dysfunction;	quantitative_concept;	therapeutic_or_preventive_procedure
co-occurs_with	acquired_abnormality	location_of	location_of	neuroreactive_substance_or_biogenic_amine;	congenital_abnormality;	virus
issue_in	occupation_or_discipline	property_of	performs	individual_behavior;	group_attribute;	population_group	group	age_group	professional_or_occupational_group
measures	steroid	isa	measures	neuroreactive_substance_or_biogenic_amine;	molecular_biology_research_technique;	research_activity
evaluation_of	experimental_model_of_disease	associated_with	co-occurs_with	mental_or_behavioral_dysfunction;	finding;	disease_or_syndrome
diagnoses	neoplastic_process	treats	disrupts	genetic_function;	antibiotic;	injury_or_poisoning
part_of	mammal	developmental_form_of	surrounds	cell;	embryonic_structure;	tissue
part_of	mammal	developmental_form_of	part_of	tissue;	embryonic_structure;	cell
interacts_with	age_group	isa	uses	regulation_or_law;	family_group;	group
performs	educational_activity	associated_with	affects	mental_or_behavioral_dysfunction;	population_group;	pathologic_function	neoplastic_process	disease_or_syndrome	experimental_model_of_disease	cell_or_molecular_dysfunction
interacts_with	enzyme	associated_with	causes	experimental_model_of_disease;	neuroreactive_substance_or_biogenic_amine;	virus
isa	lipid	interacts_with	interacts_with	vitamin;	steroid;	biomedical_or_dental_material	neuroreactive_substance_or_biogenic_amine	biologically_active_substance	chemical_viewed_functionally	antibiotic	pharmacologic_substance
co-occurs_with	physiologic_function	process_of	location_of	enzyme;	cell_function;	plant	bacterium	alga	rickettsia_or_chlamydia	virus
analyzes	chemical_viewed_structurally	assesses_effect_of	affects	disease_or_syndrome;	diagnostic_procedure;	immunologic_factor	nucleic_acid_nucleoside_or_nucleotide	chemical_viewed_structurally	amino_acid_peptide_or_protein	pharmacologic_substance	chemical_viewed_functionally	chemical	receptor	biomedical_or_dental_material	inorganic_chemical	antibiotic	indicator_reagent_or_diagnostic_aid	carbohydrate	organic_chemical	hormone	biologically_active_substance
assesses_effect_of	amino_acid_peptide_or_protein	method_of	assesses_effect_of	eicosanoid;	laboratory_procedure;	diagnostic_procedure
precedes	neoplastic_process	isa	result_of	health_care_activity;	mental_or_behavioral_dysfunction;	pathologic_function	disease_or_syndrome
isa	entity	part_of	location_of	genetic_function;	cell;	tissue
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	process_of	bacterium;	sign_or_symptom;	cell_or_molecular_dysfunction	neoplastic_process	pathologic_function
performs	educational_activity	associated_with	affects	organ_or_tissue_function;	population_group;	pathologic_function	neoplastic_process	acquired_abnormality	experimental_model_of_disease	congenital_abnormality	anatomical_abnormality
result_of	cell_or_molecular_dysfunction	isa	location_of	experimental_model_of_disease;	congenital_abnormality;	anatomical_abnormality
result_of	disease_or_syndrome	degree_of	degree_of	mental_process;	mental_process;	organism_function
causes	congenital_abnormality	prevents	conceptually_related_to	experimental_model_of_disease;	medical_device;	disease_or_syndrome
isa	conceptual_entity	result_of	produces	hormone;	organism_attribute;	mental_or_behavioral_dysfunction	physiologic_function	biologic_function	pathologic_function	cell_or_molecular_dysfunction
performs	research_activity	isa	uses	regulation_or_law;	patient_or_disabled_group;	group
associated_with	occupation_or_discipline	isa	isa	activity;	social_behavior;	behavior
associated_with	mental_or_behavioral_dysfunction	result_of	complicates	neoplastic_process;	disease_or_syndrome;	pathologic_function	experimental_model_of_disease	cell_or_molecular_dysfunction	therapeutic_or_preventive_procedure
location_of	pathologic_function	produces	part_of	body_part_organ_or_organ_component;	fully_formed_anatomical_structure;	body_substance
interacts_with	age_group	isa	performs	therapeutic_or_preventive_procedure;	family_group;	group
process_of	virus	precedes	occurs_in	mental_or_behavioral_dysfunction;	cell_or_molecular_dysfunction;	neoplastic_process
precedes	molecular_function	degree_of	precedes	mental_process;	mental_process;	organism_function
location_of	vitamin	isa	interacts_with	rickettsia_or_chlamydia;	alga;	plant
interacts_with	virus	causes	affects	biologic_function;	fungus;	mental_or_behavioral_dysfunction	neoplastic_process
result_of	cell_or_molecular_dysfunction	isa	isa	anatomical_structure;	congenital_abnormality;	anatomical_abnormality
interacts_with	organic_chemical	affects	produces	neuroreactive_substance_or_biogenic_amine;	chemical_viewed_structurally;	mental_process	cell_function	mental_or_behavioral_dysfunction	disease_or_syndrome	physiologic_function	organism_function	neoplastic_process	pathologic_function
isa	conceptual_entity	affects	performs	behavior;	regulation_or_law;	population_group	family_group	group	professional_or_occupational_group	patient_or_disabled_group	age_group
part_of	mammal	developmental_form_of	produces	receptor;	embryonic_structure;	tissue
result_of	cell_or_molecular_dysfunction	isa	part_of	plant;	congenital_abnormality;	anatomical_abnormality
isa	human_caused_phenomenon_or_process	result_of	affects	vertebrate;	environmental_effect_of_humans;	cell_or_molecular_dysfunction	biologic_function	cell_function	pathologic_function	organism_function	genetic_function	mental_process	disease_or_syndrome	physiologic_function	organ_or_tissue_function	congenital_abnormality
produces	nucleic_acid_nucleoside_or_nucleotide	location_of	occurs_in	organism_function;	fully_formed_anatomical_structure;	organ_or_tissue_function
isa	lipid	interacts_with	affects	molecular_function;	steroid;	chemical	vitamin	biomedical_or_dental_material	receptor	enzyme	chemical_viewed_functionally	pharmacologic_substance	antibiotic	indicator_reagent_or_diagnostic_aid	immunologic_factor	neuroreactive_substance_or_biogenic_amine
isa	lipid	interacts_with	interacts_with	antibiotic;	steroid;	element_ion_or_isotope	pharmacologic_substance	chemical_viewed_functionally
associated_with	geographic_area	manifestation_of	manifestation_of	neoplastic_process;	behavior;	mental_or_behavioral_dysfunction
affects	cell_function	part_of	part_of	reptile;	cell_component;	tissue
result_of	organ_or_tissue_function	disrupts	process_of	fish;	injury_or_poisoning;	physiologic_function	genetic_function	organism_function	organ_or_tissue_function	mental_process	cell_function
isa	conceptual_entity	property_of	location_of	injury_or_poisoning;	nucleotide_sequence;	gene_or_genome
process_of	natural_phenomenon_or_process	occurs_in	isa	disease_or_syndrome;	neoplastic_process;	mental_or_behavioral_dysfunction
produces	hormone	affects	property_of	bird;	physiologic_function;	clinical_attribute
associated_with	biomedical_occupation_or_discipline	process_of	issue_in	occupation_or_discipline;	individual_behavior;	social_behavior
isa	entity	adjacent_to	connected_to	body_space_or_junction;	body_location_or_region;	body_part_organ_or_organ_component
affects	neoplastic_process	interacts_with	interacts_with	organophosphorus_compound;	chemical_viewed_structurally;	organic_chemical	nucleic_acid_nucleoside_or_nucleotide
exhibits	behavior	causes	process_of	mammal;	invertebrate;	cell_or_molecular_dysfunction	disease_or_syndrome
issue_in	occupation_or_discipline	property_of	performs	laboratory_procedure;	group_attribute;	population_group	professional_or_occupational_group	patient_or_disabled_group	group	age_group
affects	individual_behavior	associated_with	diagnoses	mental_or_behavioral_dysfunction;	behavior;	professional_or_occupational_group
disrupts	cell	isa	complicates	physiologic_function;	immunologic_factor;	biologically_active_substance
disrupts	cell	isa	complicates	congenital_abnormality;	immunologic_factor;	biologically_active_substance
measurement_of	cell_function	conceptual_part_of	treats	neoplastic_process;	quantitative_concept;	therapeutic_or_preventive_procedure
result_of	health_care_activity	co-occurs_with	disrupts	organ_or_tissue_function;	cell_or_molecular_dysfunction;	injury_or_poisoning
location_of	molecular_biology_research_technique	manages	uses	manufactured_object;	self_help_or_relief_organization;	patient_or_disabled_group
measurement_of	cell_function	conceptual_part_of	isa	event;	quantitative_concept;	therapeutic_or_preventive_procedure
location_of	organism_function	interconnects	location_of	bacterium;	body_space_or_junction;	cell
result_of	cell_function	isa	associated_with	pathologic_function;	mental_or_behavioral_dysfunction;	disease_or_syndrome
manifestation_of	mental_or_behavioral_dysfunction	diagnoses	result_of	social_behavior;	sign_or_symptom;	neoplastic_process	pathologic_function	injury_or_poisoning
associated_with	biomedical_occupation_or_discipline	conceptually_related_to	isa	entity;	individual_behavior;	idea_or_concept
evaluation_of	governmental_or_regulatory_activity	result_of	process_of	mental_or_behavioral_dysfunction;	qualitative_concept;	mental_process
performs	educational_activity	associated_with	produces	enzyme;	population_group;	pathologic_function	disease_or_syndrome	experimental_model_of_disease	cell_or_molecular_dysfunction	neoplastic_process
carries_out	educational_activity	location_of	measures	molecular_function;	health_care_related_organization;	laboratory_procedure
disrupts	cell	indicates	process_of	archaeon;	immunologic_factor;	experimental_model_of_disease	cell_or_molecular_dysfunction	disease_or_syndrome
issue_in	biomedical_occupation_or_discipline	measurement_of	causes	anatomical_abnormality;	laboratory_or_test_result;	receptor	antibiotic	biologically_active_substance	lipid	substance	nucleic_acid_nucleoside_or_nucleotide	organophosphorus_compound	immunologic_factor	body_substance	amino_acid_peptide_or_protein	chemical_viewed_structurally	carbohydrate	eicosanoid	hormone	hazardous_or_poisonous_substance
conceptual_part_of	behavior	result_of	process_of	cell_function;	idea_or_concept;	mental_process
disrupts	mental_process	diagnoses	process_of	animal;	pharmacologic_substance;	cell_or_molecular_dysfunction	neoplastic_process	disease_or_syndrome	pathologic_function
process_of	fungus	co-occurs_with	affects	clinical_attribute;	organism_function;	genetic_function	organ_or_tissue_function	molecular_function
result_of	cell_function	isa	produces	tissue;	mental_or_behavioral_dysfunction;	disease_or_syndrome
associated_with	occupation_or_discipline	result_of	result_of	social_behavior;	social_behavior;	mental_process
location_of	disease_or_syndrome	developmental_form_of	conceptual_part_of	body_system;	embryonic_structure;	cell	tissue
precedes	neoplastic_process	affects	degree_of	mental_process;	mental_or_behavioral_dysfunction;	organism_function
result_of	cell_or_molecular_dysfunction	isa	location_of	cell_or_molecular_dysfunction;	congenital_abnormality;	anatomical_abnormality
associated_with	mental_or_behavioral_dysfunction	result_of	complicates	cell_or_molecular_dysfunction;	disease_or_syndrome;	experimental_model_of_disease	neoplastic_process	pathologic_function	therapeutic_or_preventive_procedure
treats	injury_or_poisoning	prevents	disrupts	embryonic_structure;	medical_device;	injury_or_poisoning
performs	research_activity	isa	performs	laboratory_procedure;	patient_or_disabled_group;	group
measurement_of	cell_function	conceptual_part_of	affects	neoplastic_process;	quantitative_concept;	therapeutic_or_preventive_procedure
result_of	environmental_effect_of_humans	occurs_in	affects	animal;	pathologic_function;	neoplastic_process
isa	spatial_concept	property_of	causes	mental_or_behavioral_dysfunction;	amino_acid_sequence;	amino_acid_peptide_or_protein
produces	hormone	affects	property_of	organism;	physiologic_function;	clinical_attribute
disrupts	cell	indicates	manifestation_of	mental_process;	immunologic_factor;	disease_or_syndrome	mental_or_behavioral_dysfunction	experimental_model_of_disease	pathologic_function	cell_or_molecular_dysfunction
associated_with	biomedical_occupation_or_discipline	process_of	manifestation_of	mental_or_behavioral_dysfunction;	individual_behavior;	social_behavior
conceptual_part_of	behavior	result_of	precedes	molecular_function;	idea_or_concept;	mental_process
exhibits	behavior	causes	co-occurs_with	pathologic_function;	invertebrate;	disease_or_syndrome	cell_or_molecular_dysfunction	mental_or_behavioral_dysfunction
analyzes	chemical_viewed_structurally	assesses_effect_of	causes	disease_or_syndrome;	diagnostic_procedure;	nucleic_acid_nucleoside_or_nucleotide	immunologic_factor	antibiotic	hazardous_or_poisonous_substance	neuroreactive_substance_or_biogenic_amine	steroid	carbohydrate	chemical_viewed_functionally	hormone	eicosanoid	chemical_viewed_structurally	inorganic_chemical	indicator_reagent_or_diagnostic_aid	receptor	biomedical_or_dental_material	pharmacologic_substance	organic_chemical	amino_acid_peptide_or_protein
associated_with	occupation_or_discipline	result_of	affects	cell_function;	social_behavior;	mental_process
interacts_with	invertebrate	exhibits	issue_in	biomedical_occupation_or_discipline;	animal;	individual_behavior	behavior
associated_with	mental_or_behavioral_dysfunction	precedes	result_of	therapeutic_or_preventive_procedure;	disease_or_syndrome;	pathologic_function	mental_or_behavioral_dysfunction	cell_or_molecular_dysfunction
associated_with	mental_or_behavioral_dysfunction	precedes	produces	immunologic_factor;	disease_or_syndrome;	mental_or_behavioral_dysfunction	experimental_model_of_disease	pathologic_function	cell_or_molecular_dysfunction
consists_of	body_substance	location_of	affects	alga;	body_part_organ_or_organ_component;	biologic_function	cell_or_molecular_dysfunction	mental_or_behavioral_dysfunction	experimental_model_of_disease	physiologic_function	acquired_abnormality	congenital_abnormality	anatomical_abnormality
causes	cell_or_molecular_dysfunction	treats	conceptually_related_to	experimental_model_of_disease;	drug_delivery_device;	disease_or_syndrome
isa	spatial_concept	associated_with	process_of	fish;	geographic_area;	pathologic_function	mental_or_behavioral_dysfunction	disease_or_syndrome	neoplastic_process
causes	cell_or_molecular_dysfunction	contains	causes	mental_or_behavioral_dysfunction;	drug_delivery_device;	clinical_drug
performs	research_activity	isa	uses	manufactured_object;	patient_or_disabled_group;	group
analyzes	chemical_viewed_structurally	assesses_effect_of	affects	organ_or_tissue_function;	diagnostic_procedure;	hormone	immunologic_factor	organic_chemical	chemical_viewed_functionally	amino_acid_peptide_or_protein	receptor	biomedical_or_dental_material	nucleic_acid_nucleoside_or_nucleotide	carbohydrate	inorganic_chemical	eicosanoid	hazardous_or_poisonous_substance	steroid	neuroreactive_substance_or_biogenic_amine	pharmacologic_substance	indicator_reagent_or_diagnostic_aid	biologically_active_substance
produces	hormone	affects	property_of	alga;	physiologic_function;	clinical_attribute
property_of	group	issue_in	issue_in	biomedical_occupation_or_discipline;	group_attribute;	occupation_or_discipline
affects	vertebrate	occurs_in	co-occurs_with	organ_or_tissue_function;	organ_or_tissue_function;	organism_function
